SUMMARY OF RUN ./data/case1/case1.data -- 333 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	      14.532	 2.10492e-01	 1.00000e+05	 1.45320e+06	 0.00000e+00	 0.00000e+00	 6.72891e+03	 1.35966e+03
	      17.532	 2.63153e-01	 1.00000e+05	 1.75320e+06	 0.00000e+00	 0.00000e+00	 6.71505e+03	 1.29263e+03
	      20.532	 3.17338e-01	 1.00000e+05	 2.05320e+06	 0.00000e+00	 0.00000e+00	 6.69945e+03	 1.23754e+03
	      23.532	 3.72786e-01	 1.00000e+05	 2.35320e+06	 0.00000e+00	 0.00000e+00	 6.68420e+03	 1.19204e+03
	      26.532	 4.29286e-01	 1.00000e+05	 2.65320e+06	 0.00000e+00	 0.00000e+00	 6.66871e+03	 1.15430e+03
	      29.532	 4.86632e-01	 1.00000e+05	 2.95320e+06	 0.00000e+00	 0.00000e+00	 6.65414e+03	 1.12381e+03
	      32.532	 5.44634e-01	 1.00000e+05	 3.25320e+06	 0.00000e+00	 0.00000e+00	 6.63969e+03	 1.09989e+03
	      35.532	 6.03141e-01	 1.00000e+05	 3.55320e+06	 0.00000e+00	 0.00000e+00	 6.62652e+03	 1.08113e+03
	      38.532	 6.62025e-01	 1.00000e+05	 3.85320e+06	 0.00000e+00	 0.00000e+00	 6.61381e+03	 1.06681e+03
	      41.532	 7.21151e-01	 1.00000e+05	 4.15320e+06	 0.00000e+00	 0.00000e+00	 6.60149e+03	 1.05694e+03
	      42.000	 7.30380e-01	 1.00000e+05	 4.20000e+06	 0.00000e+00	 0.00000e+00	 6.59943e+03	 1.05551e+03
	      42.936	 7.48856e-01	 1.00000e+05	 4.29360e+06	 0.00000e+00	 0.00000e+00	 6.59507e+03	 1.05310e+03
	      44.808	 7.85847e-01	 1.00000e+05	 4.48080e+06	 0.00000e+00	 0.00000e+00	 6.58758e+03	 1.04985e+03
	      47.808	 8.45120e-01	 1.00000e+05	 4.78080e+06	 0.00000e+00	 0.00000e+00	 6.57658e+03	 1.04828e+03
	      50.000	 8.88388e-01	 1.00000e+05	 5.00000e+06	 0.00000e+00	 0.00000e+00	 6.56792e+03	 1.04883e+03
	      53.000	 9.47446e-01	 1.00000e+05	 5.30000e+06	 0.00000e+00	 0.00000e+00	 6.55830e+03	 1.05248e+03
	      56.000	 1.00627e+00	 1.00000e+05	 5.60000e+06	 0.00000e+00	 0.00000e+00	 6.54871e+03	 1.05862e+03
	      59.000	 1.06480e+00	 1.00000e+05	 5.90000e+06	 0.00000e+00	 0.00000e+00	 6.53892e+03	 1.06697e+03
	      62.000	 1.12297e+00	 1.00000e+05	 6.20000e+06	 0.00000e+00	 0.00000e+00	 6.52981e+03	 1.07725e+03
	      65.000	 1.18075e+00	 1.00000e+05	 6.50000e+06	 0.00000e+00	 0.00000e+00	 6.52107e+03	 1.08915e+03
	      68.000	 1.23809e+00	 1.00000e+05	 6.80000e+06	 0.00000e+00	 0.00000e+00	 6.51318e+03	 1.10290e+03
	      71.000	 1.29492e+00	 1.00000e+05	 7.10000e+06	 0.00000e+00	 0.00000e+00	 6.50581e+03	 1.11844e+03
	      74.000	 1.35122e+00	 1.00000e+05	 7.40000e+06	 0.00000e+00	 0.00000e+00	 6.49852e+03	 1.13541e+03
	      77.000	 1.40697e+00	 1.00000e+05	 7.70000e+06	 0.00000e+00	 0.00000e+00	 6.49111e+03	 1.15350e+03
	      80.000	 1.46212e+00	 1.00000e+05	 8.00000e+06	 0.00000e+00	 0.00000e+00	 6.48423e+03	 1.17257e+03
	      83.000	 1.51668e+00	 1.00000e+05	 8.30000e+06	 0.00000e+00	 0.00000e+00	 6.47792e+03	 1.19250e+03
	      86.000	 1.57062e+00	 1.00000e+05	 8.60000e+06	 0.00000e+00	 0.00000e+00	 6.47161e+03	 1.21313e+03
	      89.000	 1.62394e+00	 1.00000e+05	 8.90000e+06	 0.00000e+00	 0.00000e+00	 6.46533e+03	 1.23417e+03
	      92.000	 1.67665e+00	 1.00000e+05	 9.20000e+06	 0.00000e+00	 0.00000e+00	 6.45966e+03	 1.25517e+03
	      95.000	 1.72877e+00	 1.00000e+05	 9.50000e+06	 0.00000e+00	 0.00000e+00	 6.45454e+03	 1.27578e+03
	      98.000	 1.78033e+00	 1.00000e+05	 9.80000e+06	 0.00000e+00	 0.00000e+00	 6.44966e+03	 1.29575e+03
	     101.000	 1.83135e+00	 1.00000e+05	 1.01000e+07	 0.00000e+00	 0.00000e+00	 6.44535e+03	 1.31489e+03
	     104.000	 1.88187e+00	 1.00000e+05	 1.04000e+07	 0.00000e+00	 0.00000e+00	 6.44148e+03	 1.33348e+03
	     107.000	 1.93189e+00	 1.00000e+05	 1.07000e+07	 0.00000e+00	 0.00000e+00	 6.43796e+03	 1.35172e+03
	     110.000	 1.98143e+00	 1.00000e+05	 1.10000e+07	 0.00000e+00	 0.00000e+00	 6.43491e+03	 1.36935e+03
	     113.000	 2.03053e+00	 1.00000e+05	 1.13000e+07	 0.00000e+00	 0.00000e+00	 6.43196e+03	 1.38604e+03
	     116.000	 2.07921e+00	 1.00000e+05	 1.16000e+07	 0.00000e+00	 0.00000e+00	 6.42934e+03	 1.40195e+03
	     119.000	 2.12748e+00	 1.00000e+05	 1.19000e+07	 0.00000e+00	 0.00000e+00	 6.42718e+03	 1.41731e+03
	     122.000	 2.17536e+00	 1.00000e+05	 1.22000e+07	 0.00000e+00	 0.00000e+00	 6.42530e+03	 1.43256e+03
	     125.000	 2.22283e+00	 1.00000e+05	 1.25000e+07	 0.00000e+00	 0.00000e+00	 6.42352e+03	 1.44792e+03
	     128.000	 2.26991e+00	 1.00000e+05	 1.28000e+07	 0.00000e+00	 0.00000e+00	 6.42205e+03	 1.46293e+03
	     131.000	 2.31661e+00	 1.00000e+05	 1.31000e+07	 0.00000e+00	 0.00000e+00	 6.42081e+03	 1.47780e+03
	     134.000	 2.36291e+00	 1.00000e+05	 1.34000e+07	 0.00000e+00	 0.00000e+00	 6.41998e+03	 1.49285e+03
	     137.000	 2.40882e+00	 1.00000e+05	 1.37000e+07	 0.00000e+00	 0.00000e+00	 6.41938e+03	 1.50790e+03
	     140.000	 2.45435e+00	 1.00000e+05	 1.40000e+07	 0.00000e+00	 0.00000e+00	 6.41906e+03	 1.52282e+03
	     143.000	 2.49948e+00	 1.00000e+05	 1.43000e+07	 0.00000e+00	 0.00000e+00	 6.41890e+03	 1.53786e+03
	     146.000	 2.54423e+00	 1.00000e+05	 1.46000e+07	 0.00000e+00	 0.00000e+00	 6.41891e+03	 1.55289e+03
	     149.000	 2.58858e+00	 1.00000e+05	 1.49000e+07	 0.00000e+00	 0.00000e+00	 6.41921e+03	 1.56802e+03
	     152.000	 2.63255e+00	 1.00000e+05	 1.52000e+07	 0.00000e+00	 0.00000e+00	 6.41968e+03	 1.58317e+03
	     155.000	 2.67611e+00	 1.00000e+05	 1.55000e+07	 0.00000e+00	 0.00000e+00	 6.42059e+03	 1.59865e+03
	     158.000	 2.71928e+00	 1.00000e+05	 1.58000e+07	 0.00000e+00	 0.00000e+00	 6.42145e+03	 1.61419e+03
	     161.000	 2.76204e+00	 1.00000e+05	 1.61000e+07	 0.00000e+00	 0.00000e+00	 6.42261e+03	 1.62975e+03
	     164.000	 2.80441e+00	 1.00000e+05	 1.64000e+07	 0.00000e+00	 0.00000e+00	 6.42389e+03	 1.64527e+03
	     167.000	 2.84638e+00	 1.00000e+05	 1.67000e+07	 0.00000e+00	 0.00000e+00	 6.42538e+03	 1.66069e+03
	     170.000	 2.88796e+00	 1.00000e+05	 1.70000e+07	 0.00000e+00	 0.00000e+00	 6.42704e+03	 1.67645e+03
	     173.000	 2.92914e+00	 1.00000e+05	 1.73000e+07	 0.00000e+00	 0.00000e+00	 6.42891e+03	 1.69191e+03
	     176.000	 2.96995e+00	 1.00000e+05	 1.76000e+07	 0.00000e+00	 0.00000e+00	 6.43088e+03	 1.70687e+03
	     179.000	 3.01037e+00	 1.00000e+05	 1.79000e+07	 0.00000e+00	 0.00000e+00	 6.43301e+03	 1.72214e+03
	     180.000	 3.02380e+00	 1.00000e+05	 1.80000e+07	 0.00000e+00	 0.00000e+00	 6.43365e+03	 1.72731e+03
	     182.000	 3.05049e+00	 1.00000e+05	 1.82000e+07	 0.00000e+00	 0.00000e+00	 6.43514e+03	 1.73744e+03
	     185.000	 3.09015e+00	 1.00000e+05	 1.85000e+07	 0.00000e+00	 0.00000e+00	 6.43752e+03	 1.75258e+03
	     188.000	 3.12943e+00	 1.00000e+05	 1.88000e+07	 0.00000e+00	 0.00000e+00	 6.44013e+03	 1.76785e+03
	     191.000	 3.16832e+00	 1.00000e+05	 1.91000e+07	 0.00000e+00	 0.00000e+00	 6.44280e+03	 1.78333e+03
	     194.000	 3.20683e+00	 1.00000e+05	 1.94000e+07	 0.00000e+00	 0.00000e+00	 6.44570e+03	 1.79871e+03
	     197.000	 3.24497e+00	 1.00000e+05	 1.97000e+07	 0.00000e+00	 0.00000e+00	 6.44862e+03	 1.81398e+03
	     200.000	 3.28273e+00	 1.00000e+05	 2.00000e+07	 0.00000e+00	 0.00000e+00	 6.45170e+03	 1.82906e+03
	     203.000	 3.32012e+00	 1.00000e+05	 2.03000e+07	 0.00000e+00	 0.00000e+00	 6.45484e+03	 1.84440e+03
	     206.000	 3.35713e+00	 1.00000e+05	 2.06000e+07	 0.00000e+00	 0.00000e+00	 6.45813e+03	 1.85947e+03
	     209.000	 3.39379e+00	 1.00000e+05	 2.09000e+07	 0.00000e+00	 0.00000e+00	 6.46141e+03	 1.87450e+03
	     212.000	 3.43007e+00	 1.00000e+05	 2.12000e+07	 0.00000e+00	 0.00000e+00	 6.46484e+03	 1.88966e+03
	     215.000	 3.46599e+00	 1.00000e+05	 2.15000e+07	 0.00000e+00	 0.00000e+00	 6.46843e+03	 1.90498e+03
	     218.000	 3.50153e+00	 1.00000e+05	 2.18000e+07	 0.00000e+00	 0.00000e+00	 6.47202e+03	 1.92051e+03
	     221.000	 3.53671e+00	 1.00000e+05	 2.21000e+07	 0.00000e+00	 0.00000e+00	 6.47583e+03	 1.93546e+03
	     224.000	 3.57152e+00	 1.00000e+05	 2.24000e+07	 0.00000e+00	 0.00000e+00	 6.47965e+03	 1.95076e+03
	     227.000	 3.60597e+00	 1.00000e+05	 2.27000e+07	 0.00000e+00	 0.00000e+00	 6.48352e+03	 1.96604e+03
	     230.000	 3.64006e+00	 1.00000e+05	 2.30000e+07	 0.00000e+00	 0.00000e+00	 6.48742e+03	 1.98123e+03
	     233.000	 3.67378e+00	 1.00000e+05	 2.33000e+07	 0.00000e+00	 0.00000e+00	 6.49144e+03	 1.99664e+03
	     236.000	 3.70714e+00	 1.00000e+05	 2.36000e+07	 0.00000e+00	 0.00000e+00	 6.49544e+03	 2.01200e+03
	     239.000	 3.74014e+00	 1.00000e+05	 2.39000e+07	 0.00000e+00	 0.00000e+00	 6.49957e+03	 2.02724e+03
	     242.000	 3.77277e+00	 1.00000e+05	 2.42000e+07	 0.00000e+00	 0.00000e+00	 6.50374e+03	 2.04349e+03
	     245.000	 3.80504e+00	 1.00000e+05	 2.45000e+07	 0.00000e+00	 0.00000e+00	 6.50795e+03	 2.05846e+03
	     248.000	 3.83695e+00	 1.00000e+05	 2.48000e+07	 0.00000e+00	 0.00000e+00	 6.51237e+03	 2.07376e+03
	     251.000	 3.86851e+00	 1.00000e+05	 2.51000e+07	 0.00000e+00	 0.00000e+00	 6.51675e+03	 2.08924e+03
	     254.000	 3.89971e+00	 1.00000e+05	 2.54000e+07	 0.00000e+00	 0.00000e+00	 6.52110e+03	 2.10493e+03
	     257.000	 3.93054e+00	 1.00000e+05	 2.57000e+07	 0.00000e+00	 0.00000e+00	 6.52563e+03	 2.12075e+03
	     260.000	 3.96100e+00	 1.00000e+05	 2.60000e+07	 0.00000e+00	 0.00000e+00	 6.53017e+03	 2.13693e+03
	     263.000	 3.99110e+00	 1.00000e+05	 2.63000e+07	 0.00000e+00	 0.00000e+00	 6.53473e+03	 2.15288e+03
	     266.000	 4.02084e+00	 1.00000e+05	 2.66000e+07	 0.00000e+00	 0.00000e+00	 6.53934e+03	 2.16876e+03
	     269.000	 4.05021e+00	 1.00000e+05	 2.69000e+07	 0.00000e+00	 0.00000e+00	 6.54401e+03	 2.18482e+03
	     272.000	 4.07922e+00	 1.00000e+05	 2.72000e+07	 0.00000e+00	 0.00000e+00	 6.54875e+03	 2.20109e+03
	     275.000	 4.10786e+00	 1.00000e+05	 2.75000e+07	 0.00000e+00	 0.00000e+00	 6.55346e+03	 2.21749e+03
	     278.000	 4.13613e+00	 1.00000e+05	 2.78000e+07	 0.00000e+00	 0.00000e+00	 6.55828e+03	 2.23399e+03
	     281.000	 4.16402e+00	 1.00000e+05	 2.81000e+07	 0.00000e+00	 0.00000e+00	 6.56311e+03	 2.25076e+03
	     284.000	 4.19155e+00	 1.00000e+05	 2.84000e+07	 0.00000e+00	 0.00000e+00	 6.56799e+03	 2.26750e+03
	     287.000	 4.21870e+00	 1.00000e+05	 2.87000e+07	 0.00000e+00	 0.00000e+00	 6.57295e+03	 2.28460e+03
	     290.000	 4.24546e+00	 1.00000e+05	 2.90000e+07	 0.00000e+00	 0.00000e+00	 6.57783e+03	 2.30184e+03
	     293.000	 4.27185e+00	 1.00000e+05	 2.93000e+07	 0.00000e+00	 0.00000e+00	 6.58278e+03	 2.31922e+03
	     296.000	 4.29785e+00	 1.00000e+05	 2.96000e+07	 0.00000e+00	 0.00000e+00	 6.58780e+03	 2.33716e+03
	     299.000	 4.32344e+00	 1.00000e+05	 2.99000e+07	 0.00000e+00	 0.00000e+00	 6.59279e+03	 2.35567e+03
	     302.000	 4.34861e+00	 1.00000e+05	 3.02000e+07	 0.00000e+00	 0.00000e+00	 6.59782e+03	 2.37500e+03
	     305.000	 4.37334e+00	 1.00000e+05	 3.05000e+07	 0.00000e+00	 0.00000e+00	 6.60290e+03	 2.39564e+03
	     308.000	 4.39760e+00	 1.00000e+05	 3.08000e+07	 0.00000e+00	 0.00000e+00	 6.60802e+03	 2.41759e+03
	     310.000	 4.41355e+00	 1.00000e+05	 3.10000e+07	 0.00000e+00	 0.00000e+00	 6.61138e+03	 2.43309e+03
	     313.000	 4.43692e+00	 1.00000e+05	 3.13000e+07	 0.00000e+00	 0.00000e+00	 6.61651e+03	 2.45938e+03
	     315.000	 4.45222e+00	 1.00000e+05	 3.15000e+07	 0.00000e+00	 0.00000e+00	 6.61988e+03	 2.47931e+03
	     317.000	 4.46719e+00	 1.00000e+05	 3.17000e+07	 0.00000e+00	 0.00000e+00	 6.62335e+03	 2.50241e+03
	     319.000	 4.48187e+00	 1.00000e+05	 3.19000e+07	 0.00000e+00	 0.00000e+00	 6.62681e+03	 2.52291e+03
	     321.000	 4.49674e+00	 1.00000e+05	 3.21000e+07	 0.00000e+00	 0.00000e+00	 6.63027e+03	 2.50805e+03
	     323.000	 4.51224e+00	 1.00000e+05	 3.23000e+07	 0.00000e+00	 0.00000e+00	 6.63371e+03	 2.45879e+03
	     325.000	 4.52850e+00	 1.00000e+05	 3.25000e+07	 0.00000e+00	 0.00000e+00	 6.63717e+03	 2.40300e+03
	     327.000	 4.54559e+00	 1.00000e+05	 3.27000e+07	 0.00000e+00	 0.00000e+00	 6.64065e+03	 2.34138e+03
	     329.000	 4.56347e+00	 1.00000e+05	 3.29000e+07	 0.00000e+00	 0.00000e+00	 6.64412e+03	 2.28595e+03
	     331.000	 4.58200e+00	 1.00000e+05	 3.31000e+07	 0.00000e+00	 0.00000e+00	 6.64758e+03	 2.23999e+03
	     333.000	 4.60111e+00	 1.00000e+05	 3.33000e+07	 0.00000e+00	 0.00000e+00	 6.65100e+03	 2.20054e+03
	     335.000	 4.62077e+00	 1.00000e+05	 3.35000e+07	 0.00000e+00	 0.00000e+00	 6.65436e+03	 2.16296e+03
	     337.000	 4.64101e+00	 1.00000e+05	 3.37000e+07	 0.00000e+00	 0.00000e+00	 6.65767e+03	 2.12385e+03
	     339.000	 4.66193e+00	 1.00000e+05	 3.39000e+07	 0.00000e+00	 0.00000e+00	 6.66094e+03	 2.07996e+03
	     341.000	 4.68356e+00	 1.00000e+05	 3.41000e+07	 0.00000e+00	 0.00000e+00	 6.66414e+03	 2.03405e+03
	     343.000	 4.70591e+00	 1.00000e+05	 3.43000e+07	 0.00000e+00	 0.00000e+00	 6.66721e+03	 1.98849e+03
	     345.000	 4.72897e+00	 1.00000e+05	 3.45000e+07	 0.00000e+00	 0.00000e+00	 6.67015e+03	 1.94489e+03
	     347.000	 4.75267e+00	 1.00000e+05	 3.47000e+07	 0.00000e+00	 0.00000e+00	 6.67296e+03	 1.90576e+03
	     349.000	 4.77696e+00	 1.00000e+05	 3.49000e+07	 0.00000e+00	 0.00000e+00	 6.67567e+03	 1.87083e+03
	     351.000	 4.80176e+00	 1.00000e+05	 3.51000e+07	 0.00000e+00	 0.00000e+00	 6.67828e+03	 1.83986e+03
	     353.000	 4.82703e+00	 1.00000e+05	 3.53000e+07	 0.00000e+00	 0.00000e+00	 6.68075e+03	 1.81235e+03
	     355.000	 4.85271e+00	 1.00000e+05	 3.55000e+07	 0.00000e+00	 0.00000e+00	 6.68310e+03	 1.78763e+03
	     357.000	 4.87877e+00	 1.00000e+05	 3.57000e+07	 0.00000e+00	 0.00000e+00	 6.68533e+03	 1.76586e+03
	     359.000	 4.90514e+00	 1.00000e+05	 3.59000e+07	 0.00000e+00	 0.00000e+00	 6.68744e+03	 1.74691e+03
	     360.000	 4.91840e+00	 1.00000e+05	 3.60000e+07	 0.00000e+00	 0.00000e+00	 6.68843e+03	 1.73796e+03
	     362.000	 4.94522e+00	 1.00000e+05	 3.62000e+07	 0.00000e+00	 0.00000e+00	 6.69034e+03	 1.71987e+03
	     363.200	 4.96142e+00	 1.00000e+05	 3.63200e+07	 0.00000e+00	 0.00000e+00	 6.69141e+03	 1.70967e+03
	     365.600	 4.99420e+00	 1.00000e+05	 3.65600e+07	 0.00000e+00	 0.00000e+00	 6.69344e+03	 1.69124e+03
	     367.040	 5.01399e+00	 1.00000e+05	 3.67040e+07	 0.00000e+00	 0.00000e+00	 6.69453e+03	 1.68061e+03
	     369.920	 5.05413e+00	 1.00000e+05	 3.69920e+07	 0.00000e+00	 0.00000e+00	 6.69655e+03	 1.65859e+03
	     374.920	 5.12527e+00	 1.00000e+05	 3.74920e+07	 0.00000e+00	 0.00000e+00	 6.69948e+03	 1.62432e+03
	     379.920	 5.19781e+00	 1.00000e+05	 3.79920e+07	 0.00000e+00	 0.00000e+00	 6.70179e+03	 1.59219e+03
	     384.920	 5.27165e+00	 1.00000e+05	 3.84920e+07	 0.00000e+00	 0.00000e+00	 6.70352e+03	 1.56231e+03
	     389.920	 5.34678e+00	 1.00000e+05	 3.89920e+07	 0.00000e+00	 0.00000e+00	 6.70474e+03	 1.53303e+03
	     394.920	 5.42307e+00	 1.00000e+05	 3.94920e+07	 0.00000e+00	 0.00000e+00	 6.70552e+03	 1.50682e+03
	     399.920	 5.50045e+00	 1.00000e+05	 3.99920e+07	 0.00000e+00	 0.00000e+00	 6.70584e+03	 1.48229e+03
	     404.920	 5.57881e+00	 1.00000e+05	 4.04920e+07	 0.00000e+00	 0.00000e+00	 6.70582e+03	 1.46017e+03
	     409.920	 5.65807e+00	 1.00000e+05	 4.09920e+07	 0.00000e+00	 0.00000e+00	 6.70549e+03	 1.43950e+03
	     414.920	 5.73823e+00	 1.00000e+05	 4.14920e+07	 0.00000e+00	 0.00000e+00	 6.70479e+03	 1.41941e+03
	     419.920	 5.81925e+00	 1.00000e+05	 4.19920e+07	 0.00000e+00	 0.00000e+00	 6.70381e+03	 1.39976e+03
	     424.920	 5.90117e+00	 1.00000e+05	 4.24920e+07	 0.00000e+00	 0.00000e+00	 6.70255e+03	 1.37985e+03
	     429.920	 5.98388e+00	 1.00000e+05	 4.29920e+07	 0.00000e+00	 0.00000e+00	 6.70109e+03	 1.36200e+03
	     434.920	 6.06741e+00	 1.00000e+05	 4.34920e+07	 0.00000e+00	 0.00000e+00	 6.69922e+03	 1.34389e+03
	     439.920	 6.15174e+00	 1.00000e+05	 4.39920e+07	 0.00000e+00	 0.00000e+00	 6.69718e+03	 1.32599e+03
	     444.920	 6.23682e+00	 1.00000e+05	 4.44920e+07	 0.00000e+00	 0.00000e+00	 6.69491e+03	 1.30946e+03
	     449.920	 6.32261e+00	 1.00000e+05	 4.49920e+07	 0.00000e+00	 0.00000e+00	 6.69247e+03	 1.29367e+03
	     454.920	 6.40909e+00	 1.00000e+05	 4.54920e+07	 0.00000e+00	 0.00000e+00	 6.68986e+03	 1.27805e+03
	     459.920	 6.49625e+00	 1.00000e+05	 4.59920e+07	 0.00000e+00	 0.00000e+00	 6.68703e+03	 1.26311e+03
	     464.920	 6.58403e+00	 1.00000e+05	 4.64920e+07	 0.00000e+00	 0.00000e+00	 6.68406e+03	 1.24922e+03
	     469.920	 6.67247e+00	 1.00000e+05	 4.69920e+07	 0.00000e+00	 0.00000e+00	 6.68088e+03	 1.23468e+03
	     474.920	 6.76157e+00	 1.00000e+05	 4.74920e+07	 0.00000e+00	 0.00000e+00	 6.67755e+03	 1.21994e+03
	     479.920	 6.85136e+00	 1.00000e+05	 4.79920e+07	 0.00000e+00	 0.00000e+00	 6.67408e+03	 1.20500e+03
	     484.920	 6.94178e+00	 1.00000e+05	 4.84920e+07	 0.00000e+00	 0.00000e+00	 6.67044e+03	 1.19114e+03
	     489.920	 7.03281e+00	 1.00000e+05	 4.89920e+07	 0.00000e+00	 0.00000e+00	 6.66666e+03	 1.17775e+03
	     494.920	 7.12442e+00	 1.00000e+05	 4.94920e+07	 0.00000e+00	 0.00000e+00	 6.66273e+03	 1.16485e+03
	     499.920	 7.21664e+00	 1.00000e+05	 4.99920e+07	 0.00000e+00	 0.00000e+00	 6.65867e+03	 1.15163e+03
	     504.920	 7.30951e+00	 1.00000e+05	 5.04920e+07	 0.00000e+00	 0.00000e+00	 6.65447e+03	 1.13760e+03
	     509.920	 7.40295e+00	 1.00000e+05	 5.09920e+07	 0.00000e+00	 0.00000e+00	 6.65017e+03	 1.12505e+03
	     514.920	 7.49699e+00	 1.00000e+05	 5.14920e+07	 0.00000e+00	 0.00000e+00	 6.64576e+03	 1.11223e+03
	     519.920	 7.59158e+00	 1.00000e+05	 5.19920e+07	 0.00000e+00	 0.00000e+00	 6.64124e+03	 1.09997e+03
	     524.920	 7.68678e+00	 1.00000e+05	 5.24920e+07	 0.00000e+00	 0.00000e+00	 6.63657e+03	 1.08718e+03
	     529.920	 7.78267e+00	 1.00000e+05	 5.29920e+07	 0.00000e+00	 0.00000e+00	 6.63180e+03	 1.07264e+03
	     534.920	 7.87900e+00	 1.00000e+05	 5.34920e+07	 0.00000e+00	 0.00000e+00	 6.62693e+03	 1.06269e+03
	     539.920	 7.97587e+00	 1.00000e+05	 5.39920e+07	 0.00000e+00	 0.00000e+00	 6.62195e+03	 1.05093e+03
	     544.920	 8.07332e+00	 1.00000e+05	 5.44920e+07	 0.00000e+00	 0.00000e+00	 6.61689e+03	 1.03860e+03
	     549.920	 8.17134e+00	 1.00000e+05	 5.49920e+07	 0.00000e+00	 0.00000e+00	 6.61172e+03	 1.02638e+03
	     554.920	 8.26994e+00	 1.00000e+05	 5.54920e+07	 0.00000e+00	 0.00000e+00	 6.60649e+03	 1.01401e+03
	     559.920	 8.36906e+00	 1.00000e+05	 5.59920e+07	 0.00000e+00	 0.00000e+00	 6.60115e+03	 1.00288e+03
	     564.920	 8.46826e+00	 1.00000e+05	 5.64920e+07	 0.00000e+00	 0.00000e+00	 6.59572e+03	 1.00000e+03
	     569.920	 8.56737e+00	 1.00000e+05	 5.69920e+07	 0.00000e+00	 0.00000e+00	 6.59019e+03	 1.00000e+03
	     574.920	 8.66639e+00	 1.00000e+05	 5.74920e+07	 0.00000e+00	 0.00000e+00	 6.58462e+03	 1.00000e+03
	     579.920	 8.76532e+00	 1.00000e+05	 5.79920e+07	 0.00000e+00	 0.00000e+00	 6.57900e+03	 1.00000e+03
	     584.920	 8.86416e+00	 1.00000e+05	 5.84920e+07	 0.00000e+00	 0.00000e+00	 6.57334e+03	 1.00000e+03
	     586.420	 8.89381e+00	 1.00000e+05	 5.86420e+07	 0.00000e+00	 0.00000e+00	 6.57171e+03	 1.00000e+03
	     589.420	 8.95307e+00	 1.00000e+05	 5.89420e+07	 0.00000e+00	 0.00000e+00	 6.56826e+03	 1.00000e+03
	     594.420	 9.05174e+00	 1.00000e+05	 5.94420e+07	 0.00000e+00	 0.00000e+00	 6.56249e+03	 1.00000e+03
	     595.920	 9.08133e+00	 1.00000e+05	 5.95920e+07	 0.00000e+00	 0.00000e+00	 6.56084e+03	 1.00000e+03
	     598.920	 9.14049e+00	 1.00000e+05	 5.98920e+07	 0.00000e+00	 0.00000e+00	 6.55735e+03	 1.00000e+03
	     603.920	 9.23899e+00	 1.00000e+05	 6.03920e+07	 0.00000e+00	 0.00000e+00	 6.55152e+03	 1.00000e+03
	     608.920	 9.33740e+00	 1.00000e+05	 6.08920e+07	 0.00000e+00	 0.00000e+00	 6.54568e+03	 1.00000e+03
	     613.920	 9.43572e+00	 1.00000e+05	 6.13920e+07	 0.00000e+00	 0.00000e+00	 6.53982e+03	 1.00000e+03
	     618.920	 9.53396e+00	 1.00000e+05	 6.18920e+07	 0.00000e+00	 0.00000e+00	 6.53395e+03	 1.00000e+03
	     623.920	 9.63210e+00	 1.00000e+05	 6.23920e+07	 0.00000e+00	 0.00000e+00	 6.52804e+03	 1.00000e+03
	     628.920	 9.73015e+00	 1.00000e+05	 6.28920e+07	 0.00000e+00	 0.00000e+00	 6.52211e+03	 1.00000e+03
	     633.920	 9.82814e+00	 1.00000e+05	 6.33920e+07	 0.00000e+00	 0.00000e+00	 6.51613e+03	 1.00000e+03
	     638.920	 9.92604e+00	 1.00000e+05	 6.38920e+07	 0.00000e+00	 0.00000e+00	 6.51012e+03	 1.00000e+03
	     641.420	 9.97498e+00	 1.00000e+05	 6.41420e+07	 0.00000e+00	 0.00000e+00	 6.50716e+03	 1.00000e+03
	     646.420	 1.00728e+01	 1.00000e+05	 6.46420e+07	 0.00000e+00	 0.00000e+00	 6.50099e+03	 1.00000e+03
	     651.420	 1.01705e+01	 1.00000e+05	 6.51420e+07	 0.00000e+00	 0.00000e+00	 6.49480e+03	 1.00000e+03
	     656.420	 1.02682e+01	 1.00000e+05	 6.56420e+07	 0.00000e+00	 0.00000e+00	 6.48850e+03	 1.00000e+03
	     661.420	 1.03659e+01	 1.00000e+05	 6.61420e+07	 0.00000e+00	 0.00000e+00	 6.48211e+03	 1.00000e+03
	     666.420	 1.04634e+01	 1.00000e+05	 6.66420e+07	 0.00000e+00	 0.00000e+00	 6.47562e+03	 1.00000e+03
	     671.420	 1.05609e+01	 1.00000e+05	 6.71420e+07	 0.00000e+00	 0.00000e+00	 6.46905e+03	 1.00000e+03
	     676.420	 1.06584e+01	 1.00000e+05	 6.76420e+07	 0.00000e+00	 0.00000e+00	 6.46244e+03	 1.00000e+03
	     681.420	 1.07557e+01	 1.00000e+05	 6.81420e+07	 0.00000e+00	 0.00000e+00	 6.45575e+03	 1.00000e+03
	     686.420	 1.08531e+01	 1.00000e+05	 6.86420e+07	 0.00000e+00	 0.00000e+00	 6.44904e+03	 1.00000e+03
	     691.420	 1.09503e+01	 1.00000e+05	 6.91420e+07	 0.00000e+00	 0.00000e+00	 6.44230e+03	 1.00000e+03
