SUMMARY OF RUN ./data/case1/case1.data -- 333 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	     479.920	         675	        3905	 5.87186e+03	 2.65704e+09	 2.00000e+04	 9.59840e+06	 7.87365e+04	 1.80526e+07	 1.79580e-02
	     484.920	         678	        3929	 5.86942e+03	 2.65702e+09	 2.00000e+04	 9.69840e+06	 7.93401e+04	 1.84493e+07	 1.80839e-02
	     489.920	         685	        3967	 5.86685e+03	 2.65699e+09	 2.00000e+04	 9.79840e+06	 7.99084e+04	 1.88488e+07	 1.82055e-02
	     494.920	         688	        3986	 5.86414e+03	 2.65696e+09	 2.00000e+04	 9.89840e+06	 8.04533e+04	 1.92511e+07	 1.83227e-02
	     499.920	         690	        3999	 5.86128e+03	 2.65693e+09	 2.00000e+04	 9.99840e+06	 8.10185e+04	 1.96562e+07	 1.84437e-02
	     504.920	         693	        4018	 5.85829e+03	 2.65690e+09	 2.00000e+04	 1.00984e+07	 8.16061e+04	 2.00642e+07	 1.85737e-02
	     509.920	         695	        4031	 5.85516e+03	 2.65687e+09	 2.00000e+04	 1.01984e+07	 8.21033e+04	 2.04747e+07	 1.86889e-02
	     514.920	         698	        4050	 5.85192e+03	 2.65684e+09	 2.00000e+04	 1.02984e+07	 8.26274e+04	 2.08878e+07	 1.88070e-02
	     519.920	         701	        4067	 5.84854e+03	 2.65680e+09	 2.00000e+04	 1.03984e+07	 8.31192e+04	 2.13034e+07	 1.89196e-02
	     524.920	         703	        4082	 5.84499e+03	 2.65677e+09	 2.00000e+04	 1.04984e+07	 8.36005e+04	 2.17214e+07	 1.90387e-02
	     529.920	         705	        4099	 5.84130e+03	 2.65673e+09	 2.00000e+04	 1.05984e+07	 8.40903e+04	 2.21419e+07	 1.91782e-02
	     534.920	         708	        4122	 5.83757e+03	 2.65669e+09	 2.00000e+04	 1.06984e+07	 8.45274e+04	 2.25645e+07	 1.92658e-02
	     539.920	         710	        4138	 5.83370e+03	 2.65666e+09	 2.00002e+04	 1.07984e+07	 8.49787e+04	 2.29894e+07	 1.93742e-02
	     544.920	         712	        4152	 5.82971e+03	 2.65661e+09	 2.00000e+04	 1.08984e+07	 8.54336e+04	 2.34166e+07	 1.94900e-02
	     549.920	         715	        4172	 5.82565e+03	 2.65657e+09	 2.00000e+04	 1.09984e+07	 8.59212e+04	 2.38462e+07	 1.96041e-02
	     554.920	         718	        4194	 5.82147e+03	 2.65653e+09	 2.00000e+04	 1.10984e+07	 8.63787e+04	 2.42781e+07	 1.97208e-02
	     559.920	         721	        4215	 5.81718e+03	 2.65649e+09	 2.00000e+04	 1.11984e+07	 8.67778e+04	 2.47120e+07	 1.98243e-02
	     564.920	         724	        4236	 5.81283e+03	 2.65644e+09	 1.99650e+04	 1.12982e+07	 8.70706e+04	 2.51473e+07	 1.98388e-02
	     569.920	         726	        4249	 5.80840e+03	 2.65640e+09	 1.99220e+04	 1.13978e+07	 8.72854e+04	 2.55838e+07	 1.98219e-02
	     574.920	         733	        4296	 5.80402e+03	 2.65636e+09	 1.98794e+04	 1.14972e+07	 8.75418e+04	 2.60215e+07	 1.98039e-02
	     579.920	         736	        4316	 5.79959e+03	 2.65631e+09	 1.98349e+04	 1.15964e+07	 8.77884e+04	 2.64604e+07	 1.97864e-02
	     584.920	         740	        4344	 5.79513e+03	 2.65627e+09	 1.97879e+04	 1.16953e+07	 8.80703e+04	 2.69008e+07	 1.97687e-02
	     586.420	         742	        4355	 5.79380e+03	 2.65625e+09	 1.97813e+04	 1.17250e+07	 8.81046e+04	 2.70329e+07	 1.97631e-02
	     589.420	         746	        4383	 5.79110e+03	 2.65623e+09	 1.97584e+04	 1.17843e+07	 8.82490e+04	 2.72977e+07	 1.97522e-02
	     594.420	         749	        4405	 5.78657e+03	 2.65618e+09	 1.97173e+04	 1.18829e+07	 8.84908e+04	 2.77401e+07	 1.97346e-02
	     595.920	         751	        4416	 5.78521e+03	 2.65617e+09	 1.97082e+04	 1.19124e+07	 8.85520e+04	 2.78730e+07	 1.97290e-02
	     598.920	         753	        4428	 5.78245e+03	 2.65614e+09	 1.96872e+04	 1.19715e+07	 8.86805e+04	 2.81390e+07	 1.97181e-02
	     603.920	         758	        4468	 5.77782e+03	 2.65609e+09	 1.96464e+04	 1.20697e+07	 8.89335e+04	 2.85837e+07	 1.97003e-02
	     608.920	         762	        4494	 5.77313e+03	 2.65604e+09	 1.96055e+04	 1.21678e+07	 8.91750e+04	 2.90295e+07	 1.96827e-02
	     613.920	         768	        4532	 5.76842e+03	 2.65600e+09	 1.95667e+04	 1.22656e+07	 8.94169e+04	 2.94766e+07	 1.96647e-02
	     618.920	         772	        4561	 5.76368e+03	 2.65595e+09	 1.95256e+04	 1.23632e+07	 8.96928e+04	 2.99251e+07	 1.96464e-02
	     623.920	         775	        4582	 5.75885e+03	 2.65590e+09	 1.94713e+04	 1.24606e+07	 9.00603e+04	 3.03754e+07	 1.96282e-02
	     628.920	         778	        4604	 5.75392e+03	 2.65585e+09	 1.93922e+04	 1.25575e+07	 9.05977e+04	 3.08284e+07	 1.96110e-02
	     633.920	         782	        4636	 5.74886e+03	 2.65580e+09	 1.92904e+04	 1.26540e+07	 9.12514e+04	 3.12846e+07	 1.95970e-02
	     638.920	         794	        4718	 5.74368e+03	 2.65575e+09	 1.92010e+04	 1.27500e+07	 9.18865e+04	 3.17441e+07	 1.95809e-02
	     641.420	         796	        4731	 5.74105e+03	 2.65572e+09	 1.91441e+04	 1.27979e+07	 9.22746e+04	 3.19748e+07	 1.95734e-02
	     646.420	         798	        4746	 5.73561e+03	 2.65567e+09	 1.90161e+04	 1.28929e+07	 9.30371e+04	 3.24399e+07	 1.95612e-02
	     651.420	         802	        4776	 5.73005e+03	 2.65561e+09	 1.88991e+04	 1.29874e+07	 9.36746e+04	 3.29083e+07	 1.95496e-02
	     656.420	         804	        4791	 5.72436e+03	 2.65555e+09	 1.87974e+04	 1.30814e+07	 9.41603e+04	 3.33791e+07	 1.95384e-02
	     661.420	         807	        4813	 5.71865e+03	 2.65549e+09	 1.87152e+04	 1.31750e+07	 9.45415e+04	 3.38518e+07	 1.95260e-02
	     666.420	         809	        4829	 5.71287e+03	 2.65544e+09	 1.86435e+04	 1.32682e+07	 9.48380e+04	 3.43260e+07	 1.95135e-02
	     671.420	         812	        4851	 5.70707e+03	 2.65538e+09	 1.85727e+04	 1.33611e+07	 9.51238e+04	 3.48016e+07	 1.95013e-02
	     676.420	         818	        4882	 5.70127e+03	 2.65532e+09	 1.85219e+04	 1.34537e+07	 9.52962e+04	 3.52781e+07	 1.94879e-02
	     681.420	         820	        4895	 5.69541e+03	 2.65526e+09	 1.84640e+04	 1.35460e+07	 9.55071e+04	 3.57556e+07	 1.94752e-02
	     686.420	         822	        4908	 5.68954e+03	 2.65520e+09	 1.84040e+04	 1.36380e+07	 9.57377e+04	 3.62343e+07	 1.94624e-02
	     691.420	         824	        4921	 5.68365e+03	 2.65514e+09	 1.83483e+04	 1.37298e+07	 9.59348e+04	 3.67140e+07	 1.94497e-02
	     696.420	         827	        4947	 5.67775e+03	 2.65508e+09	 1.82909e+04	 1.38212e+07	 9.61322e+04	 3.71947e+07	 1.94373e-02
	     701.420	         829	        4963	 5.67180e+03	 2.65502e+09	 1.82369e+04	 1.39124e+07	 9.63082e+04	 3.76762e+07	 1.94252e-02
	     706.420	         831	        4976	 5.66584e+03	 2.65496e+09	 1.81955e+04	 1.40034e+07	 9.64450e+04	 3.81584e+07	 1.94113e-02
	     711.420	         840	        5033	 5.65987e+03	 2.65490e+09	 1.81480e+04	 1.40941e+07	 9.66124e+04	 3.86415e+07	 1.93981e-02
	     716.420	         843	        5052	 5.65389e+03	 2.65484e+09	 1.80993e+04	 1.41846e+07	 9.67667e+04	 3.91253e+07	 1.93854e-02
	     720.000	         845	        5065	 5.64958e+03	 2.65480e+09	 1.80644e+04	 1.42493e+07	 9.68703e+04	 3.94721e+07	 1.93765e-02
	     725.000	         847	        5078	 5.64355e+03	 2.65474e+09	 1.80166e+04	 1.43394e+07	 9.70062e+04	 3.99572e+07	 1.93641e-02
	     735.000	         850	        5098	 5.63148e+03	 2.65462e+09	 1.79223e+04	 1.45186e+07	 9.72634e+04	 4.09298e+07	 1.93394e-02
	     745.000	         853	        5118	 5.61939e+03	 2.65449e+09	 1.78284e+04	 1.46969e+07	 9.75067e+04	 4.19049e+07	 1.93150e-02
	     755.000	         856	        5139	 5.60728e+03	 2.65437e+09	 1.77365e+04	 1.48742e+07	 9.77344e+04	 4.28822e+07	 1.92907e-02
	     765.000	         859	        5160	 5.59514e+03	 2.65425e+09	 1.76465e+04	 1.50507e+07	 9.79506e+04	 4.38617e+07	 1.92666e-02
	     775.000	         862	        5180	 5.58296e+03	 2.65413e+09	 1.75592e+04	 1.52263e+07	 9.81529e+04	 4.48432e+07	 1.92428e-02
	     785.000	         865	        5200	 5.57076e+03	 2.65400e+09	 1.74749e+04	 1.54011e+07	 9.83405e+04	 4.58266e+07	 1.92190e-02
	     795.000	         868	        5221	 5.55857e+03	 2.65388e+09	 1.73923e+04	 1.55750e+07	 9.85227e+04	 4.68119e+07	 1.91953e-02
	     805.000	         871	        5242	 5.54637e+03	 2.65376e+09	 1.73093e+04	 1.57481e+07	 9.87049e+04	 4.77989e+07	 1.91718e-02
	     815.000	         874	        5261	 5.53417e+03	 2.65363e+09	 1.72273e+04	 1.59203e+07	 9.88699e+04	 4.87876e+07	 1.91488e-02
	     825.000	         877	        5283	 5.52199e+03	 2.65351e+09	 1.71463e+04	 1.60918e+07	 9.90263e+04	 4.97779e+07	 1.91260e-02
	     835.000	         880	        5303	 5.50981e+03	 2.65339e+09	 1.70656e+04	 1.62625e+07	 9.91706e+04	 5.07696e+07	 1.91037e-02
	     845.000	         883	        5325	 5.49762e+03	 2.65327e+09	 1.69839e+04	 1.64323e+07	 9.93099e+04	 5.17627e+07	 1.90818e-02
	     855.000	         886	        5347	 5.48545e+03	 2.65314e+09	 1.69041e+04	 1.66013e+07	 9.94362e+04	 5.27570e+07	 1.90599e-02
	     865.000	         889	        5375	 5.47334e+03	 2.65302e+09	 1.68239e+04	 1.67696e+07	 9.95663e+04	 5.37527e+07	 1.90380e-02
	     875.000	         892	        5409	 5.46123e+03	 2.65290e+09	 1.67432e+04	 1.69370e+07	 9.96895e+04	 5.47496e+07	 1.90166e-02
	     885.000	         895	        5434	 5.44912e+03	 2.65278e+09	 1.66671e+04	 1.71037e+07	 9.97867e+04	 5.57475e+07	 1.89948e-02
	     885.900	         897	        5445	 5.44803e+03	 2.65277e+09	 1.66620e+04	 1.71187e+07	 9.97924e+04	 5.58373e+07	 1.89927e-02
	     887.700	         899	        5457	 5.44586e+03	 2.65274e+09	 1.66507e+04	 1.71487e+07	 9.97871e+04	 5.60169e+07	 1.89888e-02
	     891.300	         901	        5470	 5.44152e+03	 2.65270e+09	 1.66260e+04	 1.72085e+07	 9.98111e+04	 5.63762e+07	 1.89807e-02
	     898.500	         904	        5489	 5.43284e+03	 2.65261e+09	 1.65684e+04	 1.73278e+07	 9.99053e+04	 5.70955e+07	 1.89652e-02
	     908.500	         907	        5509	 5.42082e+03	 2.65249e+09	 1.64913e+04	 1.74927e+07	 9.99998e+04	 5.80955e+07	 1.89440e-02
	     918.500	         910	        5530	 5.40883e+03	 2.65237e+09	 1.64172e+04	 1.76569e+07	 1.00087e+05	 5.90964e+07	 1.89229e-02
	     928.500	         912	        5545	 5.39684e+03	 2.65225e+09	 1.63450e+04	 1.78203e+07	 1.00153e+05	 6.00979e+07	 1.89019e-02
	     938.500	         915	        5567	 5.38490e+03	 2.65213e+09	 1.62727e+04	 1.79831e+07	 1.00248e+05	 6.11004e+07	 1.88807e-02
	     948.500	         918	        5589	 5.37302e+03	 2.65201e+09	 1.62012e+04	 1.81451e+07	 1.00325e+05	 6.21037e+07	 1.88597e-02
	     958.500	         921	        5610	 5.36117e+03	 2.65189e+09	 1.61298e+04	 1.83064e+07	 1.00393e+05	 6.31076e+07	 1.88389e-02
	     968.500	         924	        5632	 5.34937e+03	 2.65177e+09	 1.60592e+04	 1.84670e+07	 1.00459e+05	 6.41122e+07	 1.88181e-02
	     978.500	         927	        5654	 5.33761e+03	 2.65165e+09	 1.59876e+04	 1.86268e+07	 1.00505e+05	 6.51172e+07	 1.87978e-02
	     988.500	         930	        5674	 5.32590e+03	 2.65153e+09	 1.59148e+04	 1.87860e+07	 1.00569e+05	 6.61229e+07	 1.87775e-02
	     998.500	         933	        5696	 5.31424e+03	 2.65142e+09	 1.58433e+04	 1.89444e+07	 1.00625e+05	 6.71292e+07	 1.87574e-02
	    1008.500	         936	        5717	 5.30265e+03	 2.65130e+09	 1.57742e+04	 1.91022e+07	 1.00656e+05	 6.81357e+07	 1.87374e-02
	    1018.500	         939	        5736	 5.29112e+03	 2.65118e+09	 1.57065e+04	 1.92592e+07	 1.00676e+05	 6.91425e+07	 1.87174e-02
	    1028.500	         942	        5755	 5.27964e+03	 2.65107e+09	 1.56404e+04	 1.94156e+07	 1.00675e+05	 7.01492e+07	 1.86974e-02
	    1038.500	         945	        5777	 5.26826e+03	 2.65095e+09	 1.55759e+04	 1.95714e+07	 1.00671e+05	 7.11560e+07	 1.86774e-02
	    1048.500	         948	        5798	 5.25697e+03	 2.65084e+09	 1.55125e+04	 1.97265e+07	 1.00656e+05	 7.21625e+07	 1.86574e-02
	    1058.500	         951	        5819	 5.24575e+03	 2.65073e+09	 1.54496e+04	 1.98810e+07	 1.00640e+05	 7.31689e+07	 1.86375e-02
	    1068.500	         954	        5840	 5.23462e+03	 2.65061e+09	 1.53867e+04	 2.00349e+07	 1.00630e+05	 7.41752e+07	 1.86175e-02
	    1078.500	         957	        5861	 5.22357e+03	 2.65050e+09	 1.53217e+04	 2.01881e+07	 1.00640e+05	 7.51816e+07	 1.85975e-02
	    1080.000	         958	        5867	 5.22188e+03	 2.65048e+09	 1.53119e+04	 2.02111e+07	 1.00638e+05	 7.53326e+07	 1.85946e-02
	    1083.000	         960	        5881	 5.21858e+03	 2.65045e+09	 1.52923e+04	 2.02569e+07	 1.00649e+05	 7.56345e+07	 1.85885e-02
	    1089.000	         962	        5896	 5.21199e+03	 2.65039e+09	 1.52502e+04	 2.03484e+07	 1.00687e+05	 7.62386e+07	 1.85765e-02
	    1101.000	         965	        5918	 5.19884e+03	 2.65025e+09	 1.51575e+04	 2.05303e+07	 1.00818e+05	 7.74485e+07	 1.85527e-02
	    1125.000	         971	        5959	 5.17272e+03	 2.64999e+09	 1.49682e+04	 2.08896e+07	 1.01079e+05	 7.98744e+07	 1.85058e-02
	    1161.000	         978	        6010	 5.13409e+03	 2.64960e+09	 1.47009e+04	 2.14188e+07	 1.01326e+05	 8.35221e+07	 1.84350e-02
	    1201.000	         984	        6060	 5.09218e+03	 2.64918e+09	 1.44342e+04	 2.19962e+07	 1.01483e+05	 8.75814e+07	 1.83550e-02
	    1241.000	         990	        6109	 5.05135e+03	 2.64877e+09	 1.42001e+04	 2.25642e+07	 1.01659e+05	 9.16478e+07	 1.82756e-02
	    1281.000	         997	        6160	 5.01180e+03	 2.64837e+09	 1.39774e+04	 2.31233e+07	 1.01840e+05	 9.57213e+07	 1.81962e-02
	    1321.000	        1003	        6208	 4.97386e+03	 2.64798e+09	 1.37539e+04	 2.36734e+07	 1.02051e+05	 9.98034e+07	 1.81173e-02
	    1333.000	        1005	        6224	 4.96282e+03	 2.64787e+09	 1.36793e+04	 2.38376e+07	 1.02166e+05	 1.01029e+08	 1.80935e-02
	    1357.000	        1010	        6264	 4.94131e+03	 2.64766e+09	 1.35369e+04	 2.41625e+07	 1.02402e+05	 1.03487e+08	 1.80459e-02
	    1393.000	        1019	        6331	 4.91036e+03	 2.64734e+09	 1.33490e+04	 2.46430e+07	 1.02627e+05	 1.07182e+08	 1.79747e-02
	    1433.000	        1025	        6381	 4.87759e+03	 2.64701e+09	 1.31554e+04	 2.51692e+07	 1.02827e+05	 1.11295e+08	 1.78959e-02
	    1440.000	        1027	        6397	 4.87198e+03	 2.64696e+09	 1.31213e+04	 2.52611e+07	 1.02869e+05	 1.12015e+08	 1.78821e-02
	    1454.000	        1030	        6418	 4.86087e+03	 2.64684e+09	 1.30533e+04	 2.54438e+07	 1.02953e+05	 1.13456e+08	 1.78545e-02
	    1482.000	        1035	        6456	 4.83908e+03	 2.64663e+09	 1.29232e+04	 2.58057e+07	 1.03097e+05	 1.16343e+08	 1.77994e-02
	    1522.000	        1042	        6507	 4.80888e+03	 2.64632e+09	 1.27502e+04	 2.63157e+07	 1.03259e+05	 1.20473e+08	 1.77220e-02
	    1562.000	        1049	        6559	 4.78000e+03	 2.64603e+09	 1.25876e+04	 2.68192e+07	 1.03400e+05	 1.24609e+08	 1.76456e-02
	    1602.000	        1057	        6615	 4.75222e+03	 2.64575e+09	 1.24312e+04	 2.73164e+07	 1.03561e+05	 1.28752e+08	 1.75699e-02
	    1642.000	        1067	        6688	 4.72530e+03	 2.64548e+09	 1.22841e+04	 2.78078e+07	 1.03673e+05	 1.32899e+08	 1.74948e-02
	    1682.000	        1076	        6749	 4.69911e+03	 2.64521e+09	 1.21417e+04	 2.82935e+07	 1.03734e+05	 1.37048e+08	 1.74204e-02
	    1722.000	        1082	        6797	 4.67351e+03	 2.64496e+09	 1.20049e+04	 2.87737e+07	 1.03773e+05	 1.41199e+08	 1.73468e-02
	    1762.000	        1087	        6840	 4.64826e+03	 2.64470e+09	 1.18643e+04	 2.92482e+07	 1.03917e+05	 1.45356e+08	 1.72740e-02
	    1800.000	        1092	        6876	 4.62427e+03	 2.64446e+09	 1.17134e+04	 2.96933e+07	 1.04239e+05	 1.49317e+08	 1.72055e-02
	    1840.000	        1097	        6915	 4.59877e+03	 2.64420e+09	 1.15425e+04	 3.01550e+07	 1.04701e+05	 1.53505e+08	 1.71340e-02
	    1880.000	        1103	        6959	 4.57302e+03	 2.64394e+09	 1.13730e+04	 3.06100e+07	 1.05165e+05	 1.57711e+08	 1.70627e-02
	    1920.000	        1108	        6992	 4.54707e+03	 2.64368e+09	 1.12092e+04	 3.10583e+07	 1.05627e+05	 1.61936e+08	 1.69920e-02
	    1960.000	        1113	        7024	 4.52099e+03	 2.64342e+09	 1.10546e+04	 3.15005e+07	 1.05983e+05	 1.66176e+08	 1.69218e-02
	    2000.000	        1119	        7065	 4.49489e+03	 2.64315e+09	 1.09047e+04	 3.19367e+07	 1.06230e+05	 1.70425e+08	 1.68520e-02
	    2040.000	        1124	        7098	 4.46903e+03	 2.64289e+09	 1.07642e+04	 3.23673e+07	 1.06339e+05	 1.74678e+08	 1.67828e-02
	    2080.000	        1130	        7139	 4.44352e+03	 2.64264e+09	 1.06300e+04	 3.27925e+07	 1.06367e+05	 1.78933e+08	 1.67142e-02
	    2120.000	        1136	        7170	 4.41849e+03	 2.64238e+09	 1.05028e+04	 3.32126e+07	 1.06312e+05	 1.83186e+08	 1.66463e-02
	    2160.000	        1143	        7211	 4.39400e+03	 2.64214e+09	 1.03780e+04	 3.36277e+07	 1.06219e+05	 1.87434e+08	 1.65791e-02
	    2200.000	        1150	        7254	 4.37002e+03	 2.64189e+09	 1.02563e+04	 3.40380e+07	 1.06119e+05	 1.91679e+08	 1.65124e-02
	    2240.000	        1159	        7309	 4.34662e+03	 2.64166e+09	 1.01391e+04	 3.44435e+07	 1.06010e+05	 1.95919e+08	 1.64464e-02
	    2280.000	        1167	        7362	 4.32380e+03	 2.64143e+09	 1.00265e+04	 3.48446e+07	 1.05887e+05	 2.00155e+08	 1.63810e-02
	    2320.000	        1172	        7396	 4.30148e+03	 2.64120e+09	 9.91604e+03	 3.52412e+07	 1.05826e+05	 2.04388e+08	 1.63162e-02
	    2360.000	        1177	        7429	 4.27961e+03	 2.64098e+09	 9.80686e+03	 3.56335e+07	 1.05830e+05	 2.08621e+08	 1.62520e-02
	    2400.000	        1182	        7463	 4.25815e+03	 2.64077e+09	 9.69670e+03	 3.60214e+07	 1.05864e+05	 2.12856e+08	 1.61884e-02
	    2440.000	        1187	        7494	 4.23706e+03	 2.64055e+09	 9.58099e+03	 3.64046e+07	 1.05962e+05	 2.17094e+08	 1.61250e-02
	    2480.000	        1192	        7526	 4.21621e+03	 2.64034e+09	 9.46114e+03	 3.67831e+07	 1.06157e+05	 2.21341e+08	 1.60615e-02
	    2520.000	        1197	        7559	 4.19561e+03	 2.64014e+09	 9.33799e+03	 3.71566e+07	 1.06411e+05	 2.25597e+08	 1.59981e-02
	    2560.000	        1201	        7587	 4.17526e+03	 2.63993e+09	 9.21771e+03	 3.75253e+07	 1.06655e+05	 2.29863e+08	 1.59350e-02
	    2600.000	        1207	        7629	 4.15525e+03	 2.63973e+09	 9.10112e+03	 3.78893e+07	 1.06903e+05	 2.34139e+08	 1.58726e-02
	    2640.000	        1212	        7665	 4.13567e+03	 2.63953e+09	 8.98965e+03	 3.82489e+07	 1.07131e+05	 2.38424e+08	 1.58111e-02
	    2680.000	        1216	        7696	 4.11658e+03	 2.63934e+09	 8.88221e+03	 3.86042e+07	 1.07347e+05	 2.42718e+08	 1.57504e-02
	    2720.000	        1220	        7728	 4.09799e+03	 2.63915e+09	 8.77883e+03	 3.89554e+07	 1.07548e+05	 2.47020e+08	 1.56906e-02
	    2760.000	        1225	        7765	 4.07995e+03	 2.63897e+09	 8.67872e+03	 3.93025e+07	 1.07775e+05	 2.51331e+08	 1.56322e-02
	    2800.000	        1229	        7796	 4.06248e+03	 2.63879e+09	 8.58077e+03	 3.96457e+07	 1.08060e+05	 2.55654e+08	 1.55752e-02
	    2840.000	        1234	        7831	 4.04554e+03	 2.63862e+09	 8.48479e+03	 3.99851e+07	 1.08408e+05	 2.59990e+08	 1.55195e-02
	    2880.000	        1239	        7869	 4.02923e+03	 2.63846e+09	 8.39187e+03	 4.03208e+07	 1.08783e+05	 2.64341e+08	 1.54651e-02
	    2920.000	        1244	        7907	 4.01361e+03	 2.63830e+09	 8.29965e+03	 4.06528e+07	 1.09162e+05	 2.68708e+08	 1.54118e-02
	    2960.000	        1249	        7946	 3.99879e+03	 2.63815e+09	 8.20976e+03	 4.09812e+07	 1.09537e+05	 2.73089e+08	 1.53598e-02
	    3000.000	        1253	        7981	 3.98491e+03	 2.63801e+09	 8.12506e+03	 4.13062e+07	 1.09950e+05	 2.77487e+08	 1.53086e-02
	    3040.000	        1258	        8024	 3.97188e+03	 2.63788e+09	 8.04514e+03	 4.16280e+07	 1.10382e+05	 2.81903e+08	 1.52582e-02
	    3080.000	        1263	        8066	 3.95939e+03	 2.63775e+09	 7.96675e+03	 4.19467e+07	 1.10825e+05	 2.86336e+08	 1.52086e-02
	    3120.000	        1267	        8100	 3.94722e+03	 2.63763e+09	 7.88892e+03	 4.22622e+07	 1.11271e+05	 2.90786e+08	 1.51590e-02
	    3160.000	        1271	        8135	 3.93524e+03	 2.63751e+09	 7.81028e+03	 4.25746e+07	 1.11730e+05	 2.95256e+08	 1.51094e-02
	    3200.000	        1275	        8171	 3.92337e+03	 2.63739e+09	 7.73204e+03	 4.28839e+07	 1.12197e+05	 2.99743e+08	 1.50600e-02
	    3240.000	        1279	        8206	 3.91153e+03	 2.63727e+09	 7.65550e+03	 4.31901e+07	 1.12682e+05	 3.04251e+08	 1.50109e-02
	    3280.000	        1283	        8243	 3.89968e+03	 2.63715e+09	 7.58007e+03	 4.34933e+07	 1.13219e+05	 3.08780e+08	 1.49625e-02
	    3320.000	        1288	        8287	 3.88778e+03	 2.63703e+09	 7.50561e+03	 4.37936e+07	 1.13770e+05	 3.13330e+08	 1.49144e-02
	    3360.000	        1293	        8329	 3.87583e+03	 2.63691e+09	 7.43011e+03	 4.40908e+07	 1.14375e+05	 3.17905e+08	 1.48665e-02
	    3400.000	        1298	        8370	 3.86376e+03	 2.63679e+09	 7.35205e+03	 4.43848e+07	 1.15055e+05	 3.22508e+08	 1.48190e-02
	    3440.000	        1303	        8414	 3.85151e+03	 2.63667e+09	 7.27772e+03	 4.46759e+07	 1.15863e+05	 3.27142e+08	 1.47696e-02
	    3480.000	        1309	        8462	 3.83907e+03	 2.63654e+09	 7.20232e+03	 4.49640e+07	 1.16648e+05	 3.31808e+08	 1.47193e-02
	    3520.000	        1315	        8509	 3.82647e+03	 2.63641e+09	 7.12654e+03	 4.52491e+07	 1.17343e+05	 3.36502e+08	 1.46685e-02
	    3560.000	        1321	        8555	 3.81372e+03	 2.63628e+09	 7.05249e+03	 4.55312e+07	 1.17970e+05	 3.41221e+08	 1.46167e-02
	    3600.000	        1327	        8599	 3.80082e+03	 2.63615e+09	 6.98022e+03	 4.58104e+07	 1.18582e+05	 3.45964e+08	 1.45643e-02

Row 2
	        TIME	        FWPT	        FGIR	        FGIT	        FWIR	        FWIT	        WBHP	        WBHP
	         DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB	        PSIA	        PSIA
	           -	           -	           -	           -	           -	           -	       INJE1	       PROD1
	       0.010	 1.75311e-05	 1.00000e+05	 1.00000e+03	 0.00000e+00	 0.00000e+00	 7.88133e+03	 3.39539e+03
	       0.110	 5.31360e-04	 1.00000e+05	 1.10000e+04	 0.00000e+00	 0.00000e+00	 7.43907e+03	 2.89904e+03
	       0.210	 1.14333e-03	 1.00000e+05	 2.10000e+04	 0.00000e+00	 0.00000e+00	 7.29596e+03	 2.75202e+03
	       0.329	 1.97753e-03	 9.99978e+04	 3.28812e+04	 0.00000e+00	 0.00000e+00	 7.15542e+03	 2.61690e+03
	       0.528	 3.63407e-03	 1.00000e+05	 5.28220e+04	 0.00000e+00	 0.00000e+00	 7.06617e+03	 2.43062e+03
	       0.827	 6.51388e-03	 9.99997e+04	 8.27331e+04	 0.00000e+00	 0.00000e+00	 6.97906e+03	 2.24970e+03
	       1.000	 8.25940e-03	 1.00000e+05	 9.99997e+04	 0.00000e+00	 0.00000e+00	 6.92888e+03	 2.18560e+03
	       1.345	 1.19397e-02	 9.99999e+04	 1.34533e+05	 0.00000e+00	 0.00000e+00	 6.88506e+03	 2.11221e+03
	       1.863	 1.77771e-02	 1.00000e+05	 1.86333e+05	 0.00000e+00	 0.00000e+00	 6.86598e+03	 2.03212e+03
	       2.640	 2.71925e-02	 1.00000e+05	 2.64032e+05	 0.00000e+00	 0.00000e+00	 6.84540e+03	 1.92504e+03
	       3.806	 4.23776e-02	 1.00000e+05	 3.80582e+05	 0.00000e+00	 0.00000e+00	 6.84074e+03	 1.81241e+03
	       4.000	 4.49342e-02	 1.00000e+05	 4.00000e+05	 0.00000e+00	 0.00000e+00	 6.83310e+03	 1.79578e+03
	       4.388	 5.01389e-02	 9.99979e+04	 4.38835e+05	 0.00000e+00	 0.00000e+00	 6.81936e+03	 1.76698e+03
	       5.165	 6.08822e-02	 1.00000e+05	 5.16506e+05	 0.00000e+00	 0.00000e+00	 6.80313e+03	 1.71527e+03
	       6.719	 8.35380e-02	 1.00000e+05	 6.71849e+05	 0.00000e+00	 0.00000e+00	 6.78658e+03	 1.62682e+03
	       9.234	 1.22659e-01	 1.00000e+05	 9.23399e+05	 0.00000e+00	 0.00000e+00	 6.77031e+03	 1.51566e+03
	      12.234	 1.71836e-01	 1.00000e+05	 1.22340e+06	 0.00000e+00	 0.00000e+00	 6.74866e+03	 1.42061e+03
	      13.000	 1.84538e-01	 1.00000e+05	 1.30000e+06	 0.00000e+00	 0.00000e+00	 6.74003e+03	 1.39938e+03
